gene_id,description,descr_score,best_score,pfam_acc
AM-201-I18_NODE_1_7,Spore coat protein U domain-containing protein,710,710,
AM-201-I18_NODE_1_20,MFS transporter,1983,1983,PF07690
AM-201-I18_NODE_1_39,HD domain-containing protein,1042,1042,PF01966
AM-201-I18_NODE_1_46,SCP2 domain-containing protein,703,744,
AM-201-I18_NODE_1_48,Inner-membrane translocator,617,617,
AM-201-I18_NODE_1_50,Flagellar protein,154,439,
AM-201-I18_NODE_1_57,Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12),110,218,
AM-201-I18_NODE_1_64,Homeodomain-like superfamily protein,91,91,PF00249
AM-201-I18_NODE_1_67,YHS domain-containing protein,342,370,
AM-201-I18_NODE_1_68,Imelysin-like domain-containing protein,444,717,
AM-201-I18_NODE_1_74,DUF3298 domain-containing protein,453,453,
AM-201-I18_NODE_1_75,SGNH hydrolase-type esterase domain-containing protein,440,440,
AM-201-I18_NODE_1_76,SGNH hydrolase-type esterase domain-containing protein,437,437,
AM-201-I18_NODE_1_77,Lipoprotein,334,376,
AM-201-I18_NODE_1_78,SGNH hydrolase-type esterase domain-containing protein,498,498,
AM-201-I18_NODE_1_79,DUF3298 domain-containing protein,468,468,
AM-201-I18_NODE_1_80,RHS repeat-associated core domain protein,197,250,
AM-201-I18_NODE_1_82,Mobile element protein,96,96,
AM-201-I18_NODE_1_83,CUB domain-containing protein,76,76,PF00431
AM-201-I18_NODE_1_84,DUF5668 domain-containing protein,234,234,
AM-201-I18_NODE_1_85,SWIRM domain-containing protein,121,155,
AM-201-I18_NODE_1_87,RNA polymerase sigma factor 70 region 4 type 2 domain-containing protein,673,673,PF08281
AM-201-I18_NODE_1_88,Anti-sigma factor RsiW,289,319,
AM-201-I18_NODE_1_102,Glycosyl transferase,1446,1446,PF01501
AM-201-I18_NODE_1_105,Tetratricopeptide repeat protein,423,559,
AM-201-I18_NODE_1_116,Tetratricopeptide repeat protein,772,839,
AM-201-I18_NODE_1_118,AraC-type arabinose-binding/dimerisation domain-containing protein,799,799,
AM-201-I18_NODE_1_120,DNA translocase FtsK 4TM region domain-containing protein,301,301,
AM-201-I18_NODE_1_121,Phosphotransferase system EIIC domain-containing protein,227,227,
AM-201-I18_NODE_1_129,Cell division protein FtsZ,148,596,
AM-201-K09_NODE_20_11,Steroid 5-alpha reductase C-terminal domain-containing protein,905,905,PF04191
AM-201-K09_NODE_2_5,SCP2 domain-containing protein,705,756,
AM-201-K09_NODE_2_7,"Transmembrane protein, putative",153,166,
AM-201-K09_NODE_2_9,P-type ATPase N-terminal domain-containing protein,138,455,
AM-201-K09_NODE_2_15,TERF2-interacting telomeric protein 1 Myb domain-containing protein,98,218,
AM-201-K09_NODE_2_24,Sugar ABC transporter substrate-binding protein,561,561,PF13407
AM-201-K20_NODE_9_5,HD domain-containing protein,978,978,PF01966
AM-201-K20_NODE_9_12,SCP2 domain-containing protein,705,756,
AM-201-K20_NODE_9_14,"Transmembrane protein, putative",153,166,
AM-201-K20_NODE_9_16,Beta-lactamase-related domain-containing protein,134,454,
AM-201-L09_NODE_6_6,Reverse transcriptase domain-containing protein,157,443,
AM-201-L09_NODE_6_8,SCP-2 sterol transfer family protein,711,776,
AM-201-L09_NODE_6_13,Sas10 C-terminal domain-containing protein,107,107,PF09368
AM-201-L09_NODE_6_20,DUF3562 domain-containing protein,105,324,
AM-201-L09_NODE_6_23,C2H2-type domain-containing protein,130,497,
AM-201-L09_NODE_6_26,Imelysin-like domain-containing protein,744,744,
AM-201-L16_NODE_2_12,Outer membrane protein beta-barrel domain-containing protein,805,805,
AM-201-L16_NODE_2_19,MFS transporter,1886,1886,PF07690
AM-201-L16_NODE_2_39,DUF1468 domain-containing protein,589,589,PF07331
AM-201-L16_NODE_2_43,ArpA protein,1363,1378,
AM-201-L16_NODE_2_45,HD domain-containing protein,1032,1032,PF01966
AM-201-L16_NODE_2_51,SCP2 domain-containing protein,705,756,
AM-201-L16_NODE_2_53,"Transmembrane protein, putative",153,166,
AM-201-L16_NODE_2_55,Blr3548 protein,172,442,
AM-201-L16_NODE_2_61,PIR Superfamily Protein,99,210,
AM-201-M09_NODE_21_3,Reverse transcriptase/retrotransposon-derived protein RNase H-like domain-containing protein,155,155,PF17919
AM-201-M09_NODE_21_4,Uncharacterized protein YegP (UPF0339 family),153,153,PF07411
AM-201-N07_NODE_2_5,Ion transport domain-containing protein,61,62,
AM-201-N07_NODE_2_10,AsmA domain-containing protein,2163,2163,
AM-201-N07_NODE_2_24,Predicted homoserine dehydrogenase (EC 1.1.1.3),2704,2704,"PF08666,PF21135,PF01408"
AM-201-N07_NODE_2_25,Steroid 5-alpha reductase C-terminal domain-containing protein,915,915,PF04191
AM-201-N07_NODE_2_30,CENP-V/GFA domain-containing protein,760,760,PF04828
AM-201-N07_NODE_2_33,Heterokaryon incompatibility domain-containing protein,64,69,
AM-201-N07_NODE_2_35,GIY-YIG domain-containing protein,539,1089,
AM-201-N07_NODE_2_36,Trypsin-co-occurring domain-containing protein,126,126,PF19493
AM-201-N07_NODE_2_37,NACHT domain-containing protein,177,185,
AM-201-N07_NODE_2_46,Tetratricopeptide repeat protein,451,548,
AM-201-N07_NODE_2_61,EamA domain-containing protein,1226,1226,PF00892
AM-201-N07_NODE_2_62,DUF465 domain-containing protein,194,194,PF04325
AM-201-N07_NODE_3_3,TERF2-interacting telomeric protein 1 Myb domain-containing protein,99,222,
AM-201-N07_NODE_3_9,Cytochrome P450,137,463,
AM-201-N07_NODE_3_11,Putative receptor-like protein kinase,143,162,
AM-201-N07_NODE_3_13,SCP2 domain-containing protein,716,767,
AM-201-N07_NODE_3_20,HD domain-containing protein,1032,1032,PF01966
AM-201-N07_NODE_3_22,ArpA protein,1369,1382,
AM-201-N07_NODE_3_39,MFS transporter,1996,1996,PF07690
AM-201-N07_NODE_3_47,Pyrroline-5-carboxylate reductase dimerisation domain-containing protein,761,761,PF14748
AM-201-N19_NODE_5_23,Tetratricopeptide repeat protein,394,541,
AM-201-O10_NODE_1_2,GemA protein,123,226,
AM-201-O10_NODE_1_9,P-type ATPase N-terminal domain-containing protein,138,434,
AM-201-O10_NODE_1_11,"Transmembrane protein, putative",153,166,
AM-201-O10_NODE_1_13,SCP2 domain-containing protein,720,764,
AM-201-O10_NODE_1_20,HD domain-containing protein,1051,1051,PF01966
AM-201-O10_NODE_1_24,Tetratricopeptide repeat protein,465,559,
AM-201-O10_NODE_1_41,Steroid 5-alpha reductase C-terminal domain-containing protein,900,900,PF04191
AM-201-O16_NODE_1_2,Ubiquitin-like protease family profile domain-containing protein,123,445,
AM-201-O16_NODE_1_4,Inner-membrane translocator,608,608,
AM-201-O16_NODE_1_6,SCP2 domain-containing protein,711,758,
AM-201-O16_NODE_1_13,HD domain-containing protein,1024,1024,PF01966
AM-201-O16_NODE_1_31,MFS transporter,1949,1949,PF07690
AM-201-P14_NODE_1_1,AB hydrolase-1 domain-containing protein,275,675,
AM-201-P14_NODE_1_7,DUF4267 domain-containing protein,233,444,
AM-201-P14_NODE_1_8,C-type cytochrome,1001,1306,
AM-201-P14_NODE_1_10,Cytochrome oxidase subunit I profile domain-containing protein,1600,1600,PF00115
AM-201-P14_NODE_1_11,Fungal N-terminal domain-containing protein,172,558,
AM-201-P14_NODE_1_17,DUF2269 family protein,325,325,
AM-201-P14_NODE_1_22,Uncharacterized protein LOC107484071,75,75,"PF22936,PF00098"
AM-201-P14_NODE_1_25,histidine kinase (EC 2.7.13.3),104,537,
AM-201-P14_NODE_1_28,DNA alkylation repair enzyme,530,716,
AM-201-P14_NODE_1_31,Phage protein,162,180,
AM-201-P14_NODE_1_35,DUF3137 domain-containing protein,399,685,
AM-201-P14_NODE_1_39,Glyceraldehyde-3-phosphate dehydrogenase,1566,2035,
AM-201-P14_NODE_1_41,DUF4345 domain-containing protein,547,547,
AM-201-P14_NODE_1_64,Septum formation initiator family protein,377,377,
AM-201-P14_NODE_1_71,Carbohydrate ABC transporter substrate-binding protein,1931,1931,
AM-201-P14_NODE_1_73,Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase),2484,2484,
AM-201-P14_NODE_1_82,RCK N-terminal domain-containing protein,525,585,
AM-201-P14_NODE_1_89,Phosphoribosyltransferase domain-containing protein,826,826,
AM-201-P14_NODE_2_4,NADH-quinone oxidoreductase subunit G (NADH dehydrogenase I subunit G) (NDH-1 subunit G),399,399,"PF00384,PF22117,PF10588,PF04879,PF13510"
AM-201-P14_NODE_2_9,ABC transporter permease,1097,1385,
AM-201-P14_NODE_2_10,Polyketide cyclase,675,675,PF10604
AM-201-P14_NODE_2_11,DUF4367 domain-containing protein,616,835,
AM-201-P14_NODE_2_12,Protoporphyrinogen IX oxidase,502,502,
AM-201-P14_NODE_2_21,MedDCM-OCT-S40-C37-cds19,180,197,
AM-201-P14_NODE_2_40,Dipeptidylpeptidase IV N-terminal domain-containing protein,992,992,
AM-201-P14_NODE_2_41,DUF2157 domain-containing protein,1264,1264,PF09925
AM-201-P14_NODE_2_44,LPXTG cell wall anchor domain-containing protein,545,545,
AM-206-A16_NODE_4_5,DRBM domain-containing protein,260,435,
AM-206-A16_NODE_4_7,Inner-membrane translocator,287,287,
AM-206-A16_NODE_4_9,SCP-2 sterol transfer family protein,701,764,
AM-206-A16_NODE_4_14,BED-type domain-containing protein,91,93,
AM-206-A16_NODE_4_23,Ig-like domain-containing protein,116,118,
AM-206-B22_NODE_11_4,Flagellar hook-length control protein-like C-terminal domain-containing protein,130,456,
AM-206-B22_NODE_11_6,Inner-membrane translocator,617,617,
AM-206-B22_NODE_11_8,SCP2 domain-containing protein,696,754,
AM-206-B22_NODE_11_12,ArpA protein,1273,1300,
AM-206-B22_NODE_11_13,SHOCT domain-containing protein,1114,1114,PF09851
AM-206-B22_NODE_11_14,SHOCT domain-containing protein,147,147,PF09851
AM-206-B22_NODE_11_15,SHOCT domain-containing protein,660,660,PF09851
AM-206-C06_NODE_3_2,Terminase small subunit,857,857,PF03592
AM-206-C06_NODE_3_4,DUF3303 domain-containing protein,447,447,PF11746
AM-206-C06_NODE_3_6,C1q domain-containing protein,79,80,
AM-206-C06_NODE_3_7,DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37),97,97,PF00145
AM-206-C06_NODE_3_18,Fibrinogen C-terminal domain-containing protein,133,160,
AM-206-C06_NODE_3_19,Band 7 domain-containing protein,81,81,
AM-206-C06_NODE_3_20,N-acetyltransferase domain-containing protein,367,367,PF00583
AM-206-C06_NODE_3_23,Homeodomain phBC6A51-type domain-containing protein,622,622,
AM-206-C06_NODE_3_25,DUF91 domain-containing protein,110,110,
AM-206-C06_NODE_3_27,DNA-binding protein,321,321,
AM-206-C06_NODE_3_28,PURA,171,939,
AM-206-E11_NODE_2_19,AsmA domain-containing protein,2967,2967,
AM-206-E11_NODE_2_31,Steroid 5-alpha reductase C-terminal domain-containing protein,831,831,PF04191
AM-206-E11_NODE_2_34,Glycosyltransferase 2-like domain-containing protein,1289,1350,
AM-206-E11_NODE_2_48,Tetratricopeptide repeat protein,415,542,
AM-206-E11_NODE_2_51,Tetratricopeptide repeat protein,132,132,
AM-206-E11_NODE_2_70,Crossover junction endodeoxyribonuclease,856,856,
AM-206-E11_NODE_2_73,Cell envelope biogenesis protein TolA,905,905,
AM-206-G06_NODE_20_1,Steroid 5-alpha reductase C-terminal domain-containing protein,792,792,PF04191
AM-208-B09_NODE_22_1,Aminotransferase-like plant mobile domain-containing protein,75,76,
AM-208-B09_NODE_22_7,Inner-membrane translocator,319,319,
AM-208-B09_NODE_22_9,SCP2 domain-containing protein,695,754,
AM-208-B20_NODE_36_3,Alpha/beta hydrolase,1455,1455,
AM-208-C02_NODE_16_4,RNA polymerase sigma54 factor,95,209,
AM-208-C02_NODE_16_6,Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein,147,147,PF01408
AM-208-C02_NODE_16_7,Gfo/Idh/MocA family oxidoreductase,135,147,
AM-208-C02_NODE_16_8,Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein,750,750,"PF22725,PF01408"
AM-208-C02_NODE_16_14,SFRICE_024796,129,475,
AM-208-C02_NODE_16_16,DRBM domain-containing protein,180,180,
AM-208-C02_NODE_16_18,SCP2 domain-containing protein,724,780,
AM-208-D10_NODE_22_5,Glycosyl transferase,1430,1430,PF00535
AM-208-D10_NODE_5_4,E3 ubiquitin-protein ligase TTC3-like protein,94,226,
AM-208-D10_NODE_5_5,GST N-terminal domain-containing protein,621,621,
AM-208-D10_NODE_5_10,Protein kinase domain-containing protein,130,445,
AM-208-D10_NODE_5_12,Inner-membrane translocator,617,617,
AM-208-D10_NODE_5_14,SCP2 domain-containing protein,720,764,
AM-208-D10_NODE_5_21,EamA domain-containing protein,1276,1276,PF00892
AM-208-D10_NODE_5_29,"Flp pilus assembly protein TadD, contains TPR repeats",232,373,
AM-208-G02_NODE_16_3,SCP2 domain-containing protein,720,778,
AM-208-G02_NODE_16_5,DRBM domain-containing protein,143,168,
AM-208-G02_NODE_16_7,Beta-lactamase-related domain-containing protein,138,463,
AM-208-G02_NODE_16_14,Zgc:162255,90,90,
AM-208-I08_NODE_10_1,Glutathione S-transferase,106,106,
AM-208-I08_NODE_10_8,Sel1 repeat family protein,135,135,PF08238
AM-208-I08_NODE_10_13,SCP-2 sterol transfer family protein,699,765,
AM-208-I08_NODE_10_15,Inner-membrane translocator,307,307,
AM-208-I08_NODE_10_17,Reverse transcriptase domain-containing protein,145,436,
AM-208-K04_NODE_11_7,Glycosyl transferase,1496,1496,PF00535
AM-208-K18_NODE_9_8,Glycosyl transferase,1640,1640,PF00535
AM-208-K18_NODE_9_17,"Glycosyltransferase, TIGR04372 family protein",1493,1493,
AM-208-K18_NODE_9_18,Cep57 centrosome microtubule-binding domain-containing protein,104,104,
AM-208-K18_NODE_9_19,CASP-like protein,124,140,
AM-208-K18_NODE_9_23,RRP15-like protein,95,98,
AM-208-K18_NODE_9_24,ATP-binding protein,138,400,
AM-208-K18_NODE_9_26,Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.-),800,891,
AM-208-K18_NODE_9_28,Carrier domain-containing protein,347,347,PF00550
AM-208-K21_NODE_36_3,Carbohydrate kinase FGGY C-terminal domain-containing protein,1684,1684,PF21546
AM-208-L13_NODE_13_19,Steroid 5-alpha reductase C-terminal domain-containing protein,922,922,PF04191
AM-208-L15_NODE_7_6,SCP2 domain-containing protein,713,765,
AM-208-L15_NODE_7_8,Inner-membrane translocator,620,620,
AM-208-L15_NODE_7_10,Acetamiprid amidase alpha subunit,176,430,
AM-208-N16_NODE_25_1,SCP2 domain-containing protein,452,452,
AM-210-A17_NODE_12_1,Phosphoribulokinase/uridine kinase domain-containing protein,372,372,
AM-210-A17_NODE_12_6,DUF1501 domain-containing protein,241,282,
AM-210-A17_NODE_12_7,Glycosyl transferase,1215,1402,
AM-210-A17_NODE_12_9,Steroid 5-alpha reductase C-terminal domain-containing protein,930,930,PF04191
AM-210-D16_NODE_2_18,Glycosyl transferase,1606,1606,PF00535
AM-210-D16_NODE_2_30,Tetratricopeptide repeat protein,433,727,
AM-210-D16_NODE_2_33,Pyrrolo-quinoline quinone repeat domain-containing protein,2494,2494,PF13360
AM-210-D16_NODE_2_34,AraC-type arabinose-binding/dimerisation domain-containing protein,787,787,
AM-210-D16_NODE_2_39,Sulfotransferase domain-containing protein,510,554,
AM-210-D22_NODE_5_5,Integrase SAM-like N-terminal domain-containing protein,163,163,
AM-210-D22_NODE_5_13,Autoinducer 2 import system permease protein LsrD,376,390,
AM-210-D22_NODE_5_14,Carbohydrate kinase FGGY C-terminal domain-containing protein,925,925,PF21546
AM-210-D22_NODE_5_15,F-box domain-containing protein,165,165,PF00646
AM-210-D22_NODE_5_19,DUF3764 domain-containing protein,497,497,PF12594
AM-210-D22_NODE_5_30,Pyridoxal-5'-phosphate-dependent protein subunit beta,2757,2757,PF00291
AM-210-D22_NODE_5_31,Phospholipase/carboxylesterase/thioesterase domain-containing protein,1052,1052,PF02230
AM-210-J07_NODE_1_2,Zorya protein ZorC EH domain-containing protein,2125,2707,
AM-210-J07_NODE_1_28,Apolipoprotein N-acyltransferase,85,85,
AM-210-J07_NODE_1_31,ribonuclease H (EC 3.1.26.4),112,117,
AM-210-J07_NODE_1_32,MORN repeat protein,771,771,PF02493
AM-210-J07_NODE_1_45,JAB domain-containing protein,141,542,
AM-210-J07_NODE_1_47,Major facilitator superfamily associated domain-containing protein,61,61,
AM-210-J07_NODE_1_50,AraC-type arabinose-binding/dimerisation domain-containing protein,790,790,
AM-210-J07_NODE_1_52,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,1105,1105,PF09976
AM-210-J07_NODE_1_54,Tetratricopeptide repeat protein,465,797,
AM-210-J07_NODE_1_67,Glycosyl transferase,1633,1633,PF00535
AM-210-J07_NODE_1_77,Mitochondrial assembly of ribosomal large subunit protein 1,157,406,
AM-210-J07_NODE_1_89,Exonuclease VII small subunit,325,325,
AM-210-J07_NODE_1_92,Transport permease protein,1223,1223,PF01061
AM-210-J07_NODE_1_106,Cell envelope biogenesis protein TolA,932,932,
AM-210-J07_NODE_1_109,Crossover junction endodeoxyribonuclease,875,875,"PF02075,PF07066"
AM-210-J07_NODE_1_125,C-type lysozyme inhibitor domain-containing protein,203,597,
AM-210-J07_NODE_1_126,MORN repeat protein,2354,2354,PF02493
AM-210-J07_NODE_1_131,Steroid 5-alpha reductase C-terminal domain-containing protein,682,682,PF04191
AM-210-J07_NODE_1_132,MORN motif-containing protein,2042,2042,PF02493
AM-210-J07_NODE_1_133,Molecular chaperone Tir,1478,1478,PF02493
AM-210-J07_NODE_1_134,Ca-activated chloride channel family protein,122,134,
AM-210-J07_NODE_1_137,AsmA domain-containing protein,2940,2940,
AM-216-A17_NODE_6_2,SCP2 domain-containing protein,709,762,
AM-216-A17_NODE_6_7,Chlorhexidine efflux transporter domain-containing protein,83,102,
AM-216-A17_NODE_6_19,Septation ring formation regulator EzrA,356,356,
AM-216-B07_NODE_17_1,SGNH/GDSL hydrolase family protein,250,250,PF13472
AM-216-B07_NODE_17_2,Large polyvalent protein associated domain-containing protein,111,113,
AM-216-B07_NODE_17_3,AAA domain-containing protein,145,386,
AM-216-B07_NODE_17_4,Rx N-terminal domain-containing protein,126,126,
AM-216-B20_NODE_2_31,ribonucleoside-diphosphate reductase (EC 1.17.4.1),1158,1158,PF12637
AM-216-B20_NODE_2_34,DUF2066 domain-containing protein,1539,1994,
AM-216-B20_NODE_2_61,Phosphotransferase system EIIC domain-containing protein,236,236,
AM-216-B20_NODE_2_62,DNA translocase FtsK 4TM region domain-containing protein,286,286,
AM-216-B20_NODE_2_64,HD domain-containing protein,984,984,PF01966
AM-216-B20_NODE_2_70,Imelysin-like domain-containing protein,425,657,
AM-216-B20_NODE_2_71,WW domain-containing protein,148,148,PF00397
AM-216-B20_NODE_2_74,von Hippel-Lindau disease tumour suppressor beta domain-containing protein,77,524,
AM-216-B20_NODE_2_80,DUF3568 family protein,165,442,
AM-216-B20_NODE_2_82,DRBM domain-containing protein,162,174,
AM-216-B20_NODE_2_84,SCP2 domain-containing protein,706,768,
AM-216-B20_NODE_2_104,HD domain-containing protein,887,887,PF01966
AM-216-B20_NODE_2_107,DMT family transporter,1349,1349,PF00892
AM-216-B20_NODE_2_108,Major facilitator superfamily (MFS) profile domain-containing protein,1946,1946,PF07690
AM-216-B20_NODE_2_109,Glycoside-hydrolase family GH114 TIM-barrel domain-containing protein,787,787,PF14885
AM-216-B20_NODE_2_110,Glycoside-hydrolase family GH114 TIM-barrel domain-containing protein,1029,1029,
AM-216-B20_NODE_2_111,Transglycosylase SLT domain-containing protein,327,327,"PF13406,PF01551"
AM-216-C16_NODE_6_7,RNA polymerase sigma54 factor,102,223,
AM-216-C16_NODE_6_14,Protein kinase domain-containing protein,130,445,
AM-216-C16_NODE_6_16,Inner-membrane translocator,603,603,
AM-216-C16_NODE_6_18,SCP2 domain-containing protein,715,761,
AM-216-C16_NODE_6_25,HD domain-containing protein,1040,1040,PF01966
AM-216-C16_NODE_6_27,ArpA protein,1357,1382,
AM-216-C16_NODE_7_28,AsmA domain-containing protein,742,742,PF05170
AM-216-C21_NODE_10_3,SCP2 domain-containing protein,695,767,
AM-216-C21_NODE_10_5,DRBM domain-containing protein,154,160,
AM-216-C21_NODE_10_7,DRBM domain-containing protein,276,451,
